,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
662,0.7,0.8,2.56,0.5,1.1,1.5,3.19,2.86,1.47,2.38
663,0.93,0.92,0.18,0.5,1.02,2.4,3.17,2.91,1.09,3.18
664,1.06,1.28,1.3,0.43,0.24,0.46,3.17,2.86,1.15,3.38
665,1.5,1.16,2.37,0.27,0.58,1.9,3.18,2.78,1.54,3.2
666,1.95,1.52,1.94,3.44,0.64,2.94,3.2,2.62,1.54,2.46
667,1.25,1.04,1.58,0.67,0.88,2.42,3.18,2.7,1.34,2.9
668,0.54,1.16,0.8,0.32,0.66,1.44,3.17,2.79,1.09,3.28
669,0.51,1.48,0.21,0.41,1.2,1.66,3.17,2.83,1.63,3.3
670,1.63,0.96,0.34,0.49,0.38,2.06,3.17,2.86,1.92,3.46
671,0.77,1.6,2.46,0.59,2.16,2.64,3.19,2.85,2.21,2.5
672,1.76,0.68,1.31,0.46,0.34,0.8,3.18,2.74,0.96,2.54
673,0.86,1.0,0.29,0.47,0.24,1.46,3.18,2.74,1.73,2.4
674,0.83,0.6,0.19,0.61,0.94,1.66,3.18,2.74,1.47,2.34
675,0.58,1.96,0.18,0.38,0.74,1.08,3.18,2.66,2.18,2.78
676,0.77,1.16,0.32,0.26,0.5,1.14,3.17,2.89,1.44,3.34
677,2.26,0.4,2.08,0.5,1.18,2.86,3.19,2.75,1.6,2.42
678,1.66,1.04,0.91,0.43,0.72,1.74,3.17,2.77,0.86,3.46
679,0.8,1.56,0.34,0.41,0.8,1.66,3.17,2.91,1.38,3.26
680,1.02,1.04,0.24,0.65,0.46,1.88,3.18,2.88,1.15,2.86
681,0.96,1.16,0.45,0.29,0.98,1.42,3.18,2.94,2.02,3.02
682,0.83,0.96,1.47,0.5,1.46,2.02,3.18,2.94,1.22,2.5
683,0.96,1.96,0.26,0.51,0.82,1.34,3.18,3.02,1.89,2.72
684,0.86,1.84,1.78,0.61,1.18,2.36,3.19,2.82,2.14,2.5
685,0.9,1.0,2.06,0.62,0.9,2.52,3.19,2.89,1.38,2.4
686,0.77,1.36,0.75,0.46,1.14,2.14,3.18,2.85,1.89,2.82
687,1.02,1.4,0.22,0.57,0.22,2.18,3.18,2.88,1.34,2.86
688,0.9,1.68,0.29,0.35,0.8,1.24,3.18,2.74,1.25,3.04
689,0.7,1.28,0.94,0.62,1.06,2.02,3.18,2.85,1.82,2.88
690,0.83,0.72,0.22,0.39,0.48,1.8,3.18,2.95,1.12,2.72
691,0.77,1.48,0.98,0.31,1.02,1.5,3.17,2.83,1.09,3.3
692,0.93,1.28,0.22,0.25,0.46,0.62,3.17,2.98,1.12,3.06
693,0.77,1.88,0.21,0.49,0.48,1.74,3.18,2.83,1.44,2.94
694,0.96,1.8,0.56,2.25,2.02,2.4,3.18,2.69,1.25,2.42
695,0.7,1.32,0.27,0.47,1.78,2.18,3.18,2.95,1.79,2.78
696,1.66,2.16,1.26,0.41,0.62,2.26,3.18,2.9,1.5,3.26
697,1.34,0.8,0.22,0.69,0.4,2.24,3.18,2.72,1.28,2.5
698,0.83,1.04,0.35,0.4,0.26,0.96,3.17,2.77,1.54,3.24
699,0.74,1.96,1.25,0.4,0.58,1.26,3.18,2.7,1.09,3.2
700,0.45,1.96,0.94,0.61,0.58,1.58,3.18,2.98,1.15,2.5
701,0.7,1.96,1.66,0.55,1.38,2.6,3.19,2.94,1.41,2.72
702,1.09,2.96,1.79,0.79,1.18,2.0,3.19,2.66,2.59,2.46
703,0.67,1.96,0.29,0.43,1.18,2.02,3.17,2.95,1.41,3.36
704,1.54,1.28,0.22,0.24,0.58,1.62,3.17,2.8,1.7,3.38
705,0.64,1.52,0.16,0.42,0.56,0.98,3.18,2.86,1.18,2.94
706,0.8,0.96,0.27,0.55,0.7,1.66,3.18,2.99,1.92,2.7
707,0.83,0.76,1.31,0.58,1.42,2.5,3.18,2.81,1.66,2.58
708,1.31,0.2,0.24,0.72,0.46,1.6,3.18,2.86,1.79,2.46
709,0.7,1.44,0.88,0.33,0.8,1.4,3.18,2.85,1.5,3.14
710,1.34,1.04,1.47,0.66,0.9,2.66,3.19,2.79,1.76,2.48
711,0.54,1.28,0.26,0.61,1.26,2.0,3.18,2.93,2.43,2.56
712,1.28,1.28,0.27,0.4,1.04,1.12,3.17,3.19,1.54,3.38
713,1.02,1.24,0.27,0.41,1.22,2.6,3.18,2.7,1.54,2.8
714,0.96,1.96,0.75,0.41,0.46,1.4,3.18,2.9,2.18,3.3
715,1.06,1.64,0.32,0.31,0.38,1.06,3.17,2.9,2.02,3.3
716,0.54,1.08,0.24,0.42,0.54,1.3,3.18,3.07,1.34,2.94
717,0.7,2.12,2.42,0.59,0.58,1.82,3.19,2.62,1.12,2.5
718,1.31,0.92,2.37,0.62,0.74,2.32,3.2,2.82,1.57,2.58
719,1.02,0.92,2.59,0.63,0.96,2.34,3.19,2.9,1.73,2.42
720,0.45,1.36,0.21,0.63,1.34,2.04,3.18,2.93,2.56,2.56
721,0.99,1.12,0.22,0.4,0.74,1.42,3.16,2.66,1.28,3.52
722,1.09,0.8,0.93,0.71,1.38,2.7,3.18,2.82,1.41,2.62
723,1.22,0.56,0.62,0.69,0.72,1.5,3.18,2.73,1.09,2.46
724,0.74,1.2,0.29,0.38,0.42,1.22,3.17,2.91,1.28,3.14
725,0.8,2.04,1.28,0.54,1.62,2.52,3.18,2.86,1.57,2.46
726,0.58,0.76,0.75,0.53,1.52,2.14,3.18,2.95,2.11,2.8
727,0.99,1.36,1.18,0.67,0.96,2.32,3.19,3.07,1.98,2.96
728,0.86,2.96,0.21,1.98,0.9,1.62,3.18,2.7,1.47,2.46
729,1.63,1.16,1.81,0.39,1.62,2.98,3.19,2.79,1.79,2.54
730,1.09,1.44,1.42,0.33,1.18,1.7,3.18,2.91,1.12,3.18
731,0.61,1.24,0.26,0.71,0.82,2.3,3.18,2.98,1.41,3.12
732,1.06,0.56,0.77,0.59,0.72,1.7,3.18,2.86,1.54,2.5
733,0.61,1.4,2.16,0.43,1.3,1.58,3.18,2.66,2.02,2.86
734,0.61,1.32,0.21,0.35,0.58,1.16,3.17,2.74,1.98,3.28
735,0.7,1.08,0.26,0.65,1.2,1.3,3.18,2.93,1.41,2.64
736,0.93,1.92,0.37,0.56,0.96,2.38,3.18,2.82,2.05,2.82
737,0.8,1.12,1.78,0.64,1.2,2.34,3.19,3.04,1.38,2.54
738,0.64,1.24,1.18,0.61,0.86,2.82,3.18,2.94,1.89,2.78
739,1.18,1.36,0.51,0.32,1.12,2.16,3.17,2.67,1.06,3.3
740,0.9,2.04,1.26,0.64,1.3,2.74,3.18,2.82,1.66,2.5
741,0.86,0.72,1.23,0.55,1.2,2.48,3.18,2.87,1.5,2.4
742,0.74,1.0,0.26,0.41,0.74,1.9,3.18,2.94,1.73,2.74
743,1.09,1.2,0.29,0.51,1.18,1.9,3.18,2.66,1.44,2.88
744,0.83,1.36,1.02,0.39,0.7,1.32,3.18,2.87,1.31,2.46
745,0.82,2.6,0.19,0.9,0.46,1.82,3.18,2.85,1.34,2.5
746,0.9,1.44,0.29,0.47,1.02,1.2,3.17,2.9,3.14,3.18
747,0.96,2.84,0.21,1.83,1.18,1.98,3.18,2.74,1.34,2.38
748,0.67,1.12,0.43,0.38,1.02,1.26,3.17,2.66,1.38,3.14
749,0.99,1.04,0.77,0.42,0.96,1.98,3.18,2.86,1.31,2.78
750,0.74,1.52,2.29,0.66,1.46,2.58,3.19,2.74,1.41,2.4
751,1.02,1.52,0.76,0.38,0.62,1.26,3.17,3.04,1.34,3.14
752,1.22,1.36,1.33,0.59,1.18,2.24,3.19,2.77,1.66,2.46
753,1.12,1.04,1.09,0.39,0.96,1.6,3.18,3.01,1.28,3.06
754,1.28,1.68,0.99,0.75,1.1,2.34,3.18,2.78,1.73,2.5
755,1.28,1.28,0.96,0.39,1.34,1.7,3.18,3.12,1.86,3.34
756,1.33,0.76,0.26,0.45,0.72,1.18,3.18,3.14,1.31,2.66
757,0.7,1.12,0.35,0.46,0.64,1.66,3.18,2.83,1.54,2.8
758,0.74,1.6,1.58,0.41,0.64,1.18,3.18,2.69,1.34,2.8
759,1.7,0.96,0.13,0.33,0.78,1.14,3.18,2.81,1.02,2.42
760,0.77,1.04,1.31,0.62,1.26,2.42,3.18,2.78,1.6,2.54
761,0.99,1.48,0.99,0.59,0.34,2.18,3.18,2.88,1.25,2.34
762,1.09,1.56,0.83,0.46,1.2,2.18,3.18,2.94,1.5,3.3
763,1.02,1.28,1.33,0.49,0.86,1.4,3.18,2.88,1.5,2.98
764,0.74,1.48,1.26,0.57,1.6,2.0,3.18,2.54,1.57,2.48
765,1.02,1.32,1.58,0.37,0.58,1.2,3.18,2.75,1.38,3.22
766,0.7,1.68,0.37,0.61,0.72,1.52,3.18,2.66,1.38,2.66
767,1.02,0.96,0.99,0.55,0.82,3.04,3.18,2.87,1.98,2.5
768,1.02,0.96,0.21,0.69,1.14,2.72,3.18,3.19,1.63,2.46
769,1.34,0.56,1.71,0.53,0.48,1.26,3.18,2.86,1.06,2.86
770,0.74,1.6,1.2,0.46,1.34,2.02,3.18,2.77,0.86,3.04
771,0.64,1.4,0.98,0.29,0.26,0.54,3.18,2.48,1.66,2.9
772,0.8,0.96,1.18,0.5,0.56,1.5,3.18,3.01,1.86,2.8
773,0.99,1.2,0.14,0.51,0.42,1.46,3.18,2.62,1.25,2.7
774,0.42,1.52,0.29,0.53,0.38,1.52,3.18,2.95,2.88,3.12
775,1.41,0.72,1.23,1.1,0.74,2.8,3.19,3.17,2.3,2.46
776,0.67,1.6,0.27,0.35,1.28,1.78,3.18,3.04,1.57,3.06
777,0.74,1.68,1.18,0.5,1.5,2.52,3.18,2.86,1.54,2.48
778,1.25,0.96,0.16,0.55,0.22,1.58,3.18,2.66,0.99,2.7
779,0.74,1.36,0.21,0.29,0.62,1.48,3.17,2.98,1.18,3.38
780,0.86,1.2,2.08,0.54,1.84,2.14,3.19,2.81,1.6,2.56
781,0.8,1.28,1.95,0.47,1.14,1.7,3.18,2.87,1.7,2.78
782,0.74,1.28,0.21,0.55,1.58,1.5,3.18,2.75,1.76,2.94
783,1.01,1.08,0.25,0.3,0.4,0.94,3.17,2.99,1.28,3.18
784,0.9,1.16,0.43,0.43,0.7,1.42,3.17,2.95,1.31,3.1
785,0.8,0.84,2.49,0.45,0.74,2.12,3.19,3.1,2.05,2.56
786,0.77,1.32,1.97,0.53,0.82,1.94,3.19,2.98,1.28,2.54
787,0.51,1.96,0.19,0.63,0.48,2.0,3.18,2.87,1.5,2.98
788,0.9,1.08,0.75,0.34,1.5,1.86,3.17,2.81,1.34,3.34
789,0.74,1.24,1.71,0.43,1.58,2.48,3.19,2.78,1.76,2.54
790,0.86,1.2,2.22,0.33,0.9,1.74,3.18,2.98,1.6,3.2
791,0.83,1.32,2.86,0.56,1.1,2.6,3.2,2.72,1.41,2.42
792,1.02,2.0,1.71,0.54,1.52,2.74,3.19,2.74,1.92,2.5
793,1.82,1.16,0.35,0.46,0.4,1.02,3.18,2.95,2.37,2.72
794,0.8,0.88,0.53,0.55,1.1,2.14,3.18,2.81,1.6,2.8
795,2.14,1.92,2.02,0.59,1.52,2.96,3.19,2.82,1.66,2.48
796,0.51,1.48,0.24,0.42,0.72,1.46,3.18,3.01,1.6,2.62
797,0.83,1.28,0.21,0.55,0.62,1.02,3.17,2.63,1.47,3.2
798,0.9,1.36,2.21,0.47,0.86,2.14,3.19,2.78,1.28,2.64
799,0.67,1.44,2.9,0.53,0.86,1.78,3.2,2.9,1.54,2.34
800,1.22,1.12,0.45,0.49,0.46,0.9,3.17,2.86,1.5,3.52
801,1.09,1.04,1.65,0.47,1.36,2.22,3.18,2.74,1.12,3.1
802,1.17,0.32,2.16,0.47,0.98,1.9,3.19,3.07,1.25,2.64
803,1.31,0.04,0.98,0.55,0.54,0.94,3.18,2.83,1.34,2.66
804,0.64,1.64,1.46,0.5,1.34,2.22,3.18,2.79,1.86,2.62
805,0.8,1.96,2.69,0.55,1.34,3.04,3.2,2.7,1.66,2.46
806,0.67,1.12,0.24,0.58,1.22,1.9,3.18,2.87,1.34,2.7
807,0.8,1.04,2.0,0.56,1.4,1.6,3.19,2.74,1.44,2.5
808,0.96,2.0,1.94,0.51,1.02,1.7,3.19,2.7,1.7,2.38
809,1.15,2.08,1.62,0.57,0.78,1.86,3.19,2.73,1.28,2.5
810,0.83,0.96,0.21,0.61,1.76,2.0,3.18,2.86,1.98,2.78
811,0.99,1.2,1.6,0.53,1.3,2.82,3.18,3.33,1.76,3.18
812,0.96,3.64,1.31,0.39,1.34,2.66,3.18,3.02,1.57,3.12
813,1.25,0.96,0.77,0.42,1.2,1.84,3.18,2.87,1.38,2.98
814,0.58,1.56,2.44,0.54,1.2,2.1,3.2,2.97,2.46,2.42
815,0.93,1.2,1.46,0.58,0.66,2.22,3.18,2.88,1.79,3.02
816,0.9,0.96,2.85,0.54,1.12,1.48,3.2,2.75,1.44,2.38
817,0.58,1.32,1.28,0.58,0.42,1.74,3.19,2.91,1.41,2.32
818,0.7,1.0,2.74,0.57,1.18,1.84,3.2,2.94,1.18,2.34
819,0.51,1.08,2.48,0.57,0.66,1.8,3.19,2.58,1.38,2.32
820,0.58,1.52,1.3,0.56,1.18,2.34,3.18,2.94,1.73,2.62
821,0.83,1.36,1.02,0.57,0.96,2.18,3.18,2.83,2.24,3.06
822,0.64,1.56,0.16,0.47,0.98,2.06,3.17,2.74,1.38,3.18
823,1.47,0.96,1.84,0.58,1.5,2.28,3.18,2.74,1.79,2.62
824,0.7,0.96,0.78,1.05,0.8,1.64,3.18,2.7,1.47,2.3
825,0.67,1.36,1.28,0.65,0.5,1.34,3.18,2.66,1.89,2.5
826,0.48,1.36,1.82,0.57,0.66,1.28,3.19,2.86,1.57,2.66
827,1.18,1.24,0.75,0.43,0.08,1.7,3.18,2.58,2.3,3.22
828,0.48,1.12,2.35,0.58,0.78,1.98,3.19,2.63,1.25,2.4
829,0.93,1.76,0.58,2.29,2.0,2.42,3.18,2.69,1.31,2.42
830,0.74,1.0,1.27,0.48,0.42,1.44,3.18,3.06,1.95,2.74
831,0.67,1.68,0.19,0.51,0.64,1.68,3.18,2.74,2.78,2.9
832,0.86,1.12,0.13,0.27,0.78,1.7,3.17,2.67,1.12,3.3
833,1.01,1.52,0.42,0.38,0.26,0.92,3.17,2.78,1.89,2.88
834,0.7,0.88,2.66,0.5,1.04,1.46,3.19,2.88,1.54,2.4
835,1.02,1.44,2.38,0.47,1.26,2.54,3.19,2.74,0.99,2.66
836,1.09,1.2,1.5,0.65,0.9,2.38,3.18,2.8,1.41,2.78
837,1.02,1.56,0.53,1.3,0.64,1.86,3.18,2.74,1.44,2.46
838,0.67,1.12,0.22,0.53,0.7,0.88,3.18,3.05,1.54,2.96
839,0.64,1.2,0.75,0.47,1.06,1.98,3.18,2.81,1.12,2.72
840,0.7,1.96,0.96,0.33,0.82,1.7,3.18,3.03,1.15,3.02
841,0.83,1.12,1.5,0.32,0.34,1.62,3.18,2.82,1.09,3.22
842,1.06,1.28,1.78,0.41,0.66,1.58,3.18,2.8,1.09,2.8
843,0.64,1.24,0.16,0.35,0.58,0.98,3.17,2.88,1.66,3.02
844,0.64,1.2,0.24,0.35,0.56,0.76,3.17,3.06,1.76,2.94
845,0.96,1.44,1.6,0.48,0.88,2.26,3.19,2.87,1.63,2.48
846,0.83,1.24,0.26,0.37,0.96,1.46,3.17,2.64,1.38,3.18
847,0.9,1.36,0.74,0.62,0.58,1.74,3.18,2.85,1.47,3.2
848,0.77,1.52,2.04,0.39,0.22,0.98,3.18,2.75,1.82,3.44
849,0.61,1.52,0.82,0.22,0.58,1.1,3.17,2.71,1.15,3.34
850,0.58,1.04,0.22,0.47,1.06,1.88,3.18,2.97,2.3,2.54
851,0.96,1.96,1.5,0.53,1.26,2.5,3.19,2.79,1.54,2.66
852,0.99,1.88,0.48,0.61,1.22,1.92,3.18,2.93,2.43,2.66
853,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66
854,1.09,1.96,1.28,0.53,1.46,2.98,3.18,2.74,1.66,2.86
855,1.54,1.44,0.56,0.34,0.82,1.8,3.17,2.79,1.22,3.26
856,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66
857,0.58,1.64,2.27,0.45,1.26,1.72,3.19,2.91,2.3,2.74
858,0.58,1.44,0.38,0.56,1.02,1.64,3.18,3.2,1.47,2.74
859,1.09,1.24,2.62,0.58,0.54,1.94,3.19,2.72,1.73,2.42
860,1.09,1.12,1.94,0.56,0.82,1.98,3.19,2.86,1.57,2.74
861,0.64,1.56,0.42,0.5,0.8,2.4,3.18,3.07,1.41,2.88
862,0.7,1.52,2.37,0.62,0.86,1.68,3.2,2.86,1.6,2.58
863,0.77,1.04,0.27,0.38,1.62,1.78,3.17,2.83,2.59,3.18
864,1.09,1.84,0.75,0.33,0.56,1.26,3.17,2.93,1.98,3.28
865,0.51,1.0,0.21,0.39,0.74,1.64,3.18,2.9,1.76,3.04
866,0.77,1.16,2.19,0.4,1.42,1.78,3.18,2.82,1.22,2.82
867,0.93,0.64,0.22,0.43,3.26,3.13,3.18,2.8,1.5,2.66
868,0.45,1.64,0.14,0.42,0.58,1.26,3.18,2.89,1.38,2.9
869,1.89,0.28,1.12,0.51,0.96,1.96,3.18,2.97,1.82,2.58
870,1.02,1.32,0.4,0.59,1.06,2.93,3.18,2.8,1.92,2.66
871,0.83,1.12,0.27,0.49,0.64,1.3,3.17,2.79,1.41,3.34
872,1.41,0.96,1.79,0.35,1.1,2.22,3.18,2.78,1.38,3.02
873,0.48,1.16,0.8,0.66,0.74,1.4,3.18,3.13,1.41,2.72
874,0.8,1.28,0.14,0.39,1.06,1.52,3.17,2.94,1.86,2.88
875,0.48,1.32,0.75,0.67,0.82,1.58,3.18,3.05,1.25,2.4
876,0.9,1.96,1.23,0.51,1.28,2.6,3.18,2.7,1.76,2.94
877,1.34,1.36,0.38,0.25,0.9,1.3,3.17,2.86,1.22,3.42
878,0.99,1.16,0.22,0.42,0.88,1.7,3.17,2.78,1.15,3.26
879,0.86,1.28,1.09,0.54,1.26,2.58,3.18,2.87,1.25,3.04
880,0.67,1.28,0.35,0.42,0.74,1.88,3.18,2.85,1.82,2.66
881,0.38,1.52,0.14,0.39,0.96,1.14,3.17,2.49,1.76,3.2
882,0.96,2.96,0.74,0.47,0.96,2.12,3.18,2.86,1.44,2.64
883,0.58,1.2,2.05,0.71,0.5,2.28,3.19,2.66,1.66,2.4
884,1.18,1.48,0.78,0.47,1.06,2.89,3.18,2.75,1.6,2.62
885,0.9,1.4,2.45,0.64,0.82,1.56,3.2,2.9,1.6,2.56
886,0.7,1.28,0.38,0.51,0.78,1.34,3.18,2.74,1.92,3.02
887,0.58,1.68,0.82,0.41,0.18,1.02,3.18,2.81,1.66,3.12
888,1.5,2.6,1.33,0.95,0.72,2.42,3.19,2.66,1.12,2.46
889,0.83,1.6,0.18,0.48,0.24,0.8,3.18,2.57,1.6,2.82
890,0.7,1.4,0.88,0.62,0.98,2.44,3.18,2.74,1.6,2.74
891,1.02,1.68,0.21,0.53,0.38,2.48,3.18,2.74,1.54,2.56
892,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32
893,0.48,1.96,0.18,0.55,0.56,1.3,3.18,2.83,1.54,2.46
894,0.51,1.76,0.22,0.49,0.66,1.46,3.18,2.77,2.4,2.74
895,0.8,0.96,0.29,0.61,0.16,1.62,3.18,2.87,2.24,3.04
896,1.09,0.72,1.02,0.94,1.26,3.2,3.19,3.04,1.54,2.46
897,1.02,1.04,0.74,0.35,0.7,1.6,3.18,3.02,2.34,3.34
898,0.8,1.08,0.75,0.35,0.82,1.22,3.18,2.67,1.06,3.2
899,0.54,1.36,1.02,0.48,0.42,1.48,3.18,2.66,1.28,2.88
900,1.12,1.28,1.44,0.37,0.78,1.5,3.18,2.78,2.08,3.44
901,0.67,1.4,2.32,0.55,0.94,2.38,3.19,2.71,1.5,2.38
902,1.22,0.72,1.18,1.09,0.74,2.6,3.19,3.14,2.27,2.46
903,0.67,2.88,0.26,1.91,1.74,1.6,3.18,2.64,1.63,2.46
904,0.7,1.04,1.47,0.31,0.98,1.62,3.18,2.72,1.09,3.34
905,1.79,0.6,1.6,0.42,1.02,2.1,3.19,2.91,1.66,2.5
906,0.7,1.68,0.3,0.59,0.26,1.16,3.18,2.94,1.57,3.14
907,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32
908,0.51,1.2,1.07,0.49,1.14,2.04,3.18,3.22,1.47,2.82
909,0.74,1.4,1.1,0.34,1.2,1.54,3.18,2.49,1.73,2.94
910,0.83,1.36,0.21,0.53,0.16,0.38,3.18,2.93,2.02,2.78
911,0.9,1.24,1.15,0.46,1.26,2.24,3.18,2.93,1.82,2.82
912,1.15,0.96,0.29,0.29,0.86,1.36,3.17,2.97,1.89,3.42
913,0.7,1.52,1.65,0.67,0.74,1.32,3.19,2.78,1.5,2.66
914,0.42,1.08,0.74,0.91,0.9,2.3,3.18,2.87,1.25,2.96
915,0.7,1.8,3.62,1.37,1.46,1.62,3.19,2.75,1.12,3.42
916,0.77,1.2,1.63,0.8,1.18,2.38,3.19,2.54,1.47,2.38
917,0.77,1.28,1.01,0.34,0.9,1.72,3.18,3.13,1.31,2.78
918,0.93,1.08,0.27,0.27,0.34,1.02,3.17,2.86,1.63,3.36
919,0.61,1.28,0.59,0.47,0.7,1.02,3.18,2.58,1.82,2.8
920,1.25,1.36,1.6,0.64,0.94,2.38,3.19,2.9,1.92,2.72
921,1.18,1.32,0.19,0.32,0.34,1.08,3.17,2.99,1.22,3.12
922,1.06,0.88,0.83,0.54,0.64,2.02,3.18,2.86,1.5,2.74
923,0.9,1.36,1.42,0.55,0.86,1.48,3.18,2.89,1.73,2.94
924,0.74,1.44,2.75,0.45,0.98,1.74,3.2,2.87,1.38,2.34
925,0.83,1.36,2.3,0.77,0.94,2.52,3.19,2.73,1.7,2.42
926,0.77,2.48,1.7,0.51,1.36,2.04,3.19,2.81,1.41,2.34
927,0.99,1.2,0.14,0.51,0.42,1.46,3.18,2.62,1.25,2.7
928,0.64,1.32,0.27,0.57,0.74,2.38,3.18,2.81,1.38,2.4
929,0.83,1.24,0.35,0.5,0.78,1.7,3.18,2.97,2.05,2.9
930,1.12,1.6,1.01,0.45,0.94,2.16,3.18,2.8,1.09,3.18
931,0.83,1.08,2.91,0.55,1.38,2.24,3.2,2.98,1.41,2.5
932,0.9,1.2,1.33,0.3,0.98,1.5,3.18,2.66,1.22,3.28
933,0.67,1.12,0.43,0.39,0.62,1.48,3.18,2.98,2.05,2.72
934,0.61,1.16,0.19,0.53,0.78,1.22,3.17,2.86,1.7,3.02
935,0.64,1.08,1.54,0.42,0.5,1.4,3.18,2.7,1.18,2.8
936,0.83,0.96,1.15,0.43,0.74,1.82,3.18,2.98,1.92,2.78
937,0.9,1.64,1.12,0.53,1.58,2.58,3.18,2.79,1.54,2.5
938,0.8,1.52,1.26,0.51,1.44,2.78,3.18,2.82,1.47,2.42
939,0.74,1.2,1.14,0.42,1.68,3.14,3.18,2.72,1.09,2.46
940,1.22,1.0,1.57,0.46,0.74,2.54,3.19,2.91,1.95,2.46
941,0.35,1.96,0.72,0.55,0.72,1.78,3.18,2.88,1.34,2.82
942,0.7,1.8,2.27,0.43,1.42,1.88,3.2,2.7,1.47,2.46
943,0.64,1.68,0.24,0.47,0.94,1.66,3.18,2.77,1.57,3.04
944,0.67,1.48,0.4,0.55,1.86,1.84,3.18,2.96,2.4,3.04
945,0.58,0.88,0.24,0.49,1.2,2.06,3.18,2.83,1.54,2.72
946,1.15,1.48,0.77,0.22,1.04,1.52,3.17,2.74,1.57,3.38
947,0.54,1.28,0.24,0.57,0.46,1.34,3.18,2.79,1.86,2.54
948,0.93,2.12,0.27,0.46,1.1,2.56,3.18,2.9,1.89,2.78
949,0.83,1.72,1.42,0.95,1.34,2.28,3.19,2.54,1.6,2.4
950,0.64,1.28,0.8,0.18,0.82,1.34,3.18,2.66,1.25,2.94
951,1.06,0.96,2.57,0.51,0.82,1.96,3.19,2.74,1.66,2.46
952,0.93,2.08,1.26,0.56,0.94,2.56,3.18,2.81,1.63,2.54
953,1.87,0.8,1.66,0.98,0.46,1.26,3.19,2.78,1.28,2.5
954,1.25,0.84,1.71,1.12,0.34,1.22,3.19,2.7,1.5,2.48
955,0.61,1.08,2.22,0.65,1.2,2.06,3.19,2.62,1.31,2.34
956,0.86,1.8,1.33,0.57,1.38,2.62,3.18,2.82,1.54,2.54
957,1.34,1.16,0.66,0.34,0.82,1.34,3.17,2.66,1.02,3.42
958,0.61,1.44,0.3,0.4,0.8,1.28,3.18,2.8,1.73,2.88
959,1.41,1.04,0.32,0.62,0.54,2.4,3.18,3.18,1.82,2.66
960,0.58,1.24,1.95,0.61,1.22,1.86,3.19,2.72,1.7,2.38
961,0.85,1.12,1.1,0.41,1.22,2.0,3.18,2.98,1.41,2.88
962,0.61,1.4,0.24,0.42,0.98,1.42,3.17,2.82,2.18,3.2
963,0.96,1.16,2.7,0.62,0.62,1.8,3.2,2.81,1.22,2.4
964,1.25,1.24,0.43,0.62,0.72,2.7,3.18,3.07,1.82,2.8
965,0.64,0.96,0.22,0.38,1.74,2.26,3.17,3.19,1.79,3.28
966,0.91,1.96,1.82,0.4,1.52,1.82,3.19,2.74,1.73,2.38
967,0.74,1.36,0.64,0.54,0.64,1.7,3.18,2.85,1.66,2.58
968,0.51,1.2,0.22,0.73,0.9,2.22,3.18,2.77,1.34,3.05
969,0.8,1.32,0.4,0.61,0.32,0.96,3.18,2.57,1.54,2.54
970,0.58,1.96,0.24,0.47,1.04,1.74,3.18,2.7,1.57,2.62
971,1.28,1.24,0.14,0.55,0.62,2.26,3.18,2.86,2.46,2.54
972,1.22,1.16,0.38,1.55,0.4,1.24,3.18,2.82,1.92,2.54
973,0.38,1.96,0.19,0.48,1.14,2.14,3.18,2.78,1.54,2.58
974,1.02,2.44,1.89,0.47,1.76,2.5,3.19,2.66,1.73,2.48
975,0.74,1.12,0.3,0.53,0.88,1.38,3.17,2.78,0.99,3.2
976,1.25,0.92,1.12,0.38,0.78,1.68,3.18,2.79,1.34,2.8
977,0.61,1.32,0.67,0.43,1.3,1.78,3.17,2.81,1.34,3.02
978,0.93,0.2,0.13,0.43,0.3,0.4,3.18,2.98,1.12,2.46
979,0.93,0.56,1.13,0.51,1.34,2.36,3.18,2.87,1.34,2.4
