,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7522,15,3,5,5,3,2,8,9,4,4,12,4,3,1,10,3,8
7523,24,4,9,5,6,5,9,4,7,5,8,8,7,5,8,5,5
7524,15,5,8,7,6,5,8,10,5,4,11,4,3,1,10,3,8
7525,10,3,6,5,5,4,8,7,2,4,9,3,8,4,6,4,10
7526,3,3,4,4,3,3,7,7,7,7,6,6,5,2,8,3,7
7527,12,6,10,7,8,4,8,7,13,2,6,9,8,9,6,0,8
7528,0,3,4,6,6,2,7,6,3,0,7,0,8,2,7,1,8
7529,16,4,9,5,8,5,8,8,7,4,6,8,9,2,8,4,9
7530,6,5,9,6,7,5,5,6,6,7,6,5,11,2,10,4,8
7531,1,4,8,5,6,6,8,8,6,6,7,6,6,5,8,5,10
7532,17,2,3,4,2,2,8,7,4,4,9,4,6,2,7,3,9
7533,9,3,6,4,4,2,8,7,3,5,14,6,10,1,6,1,7
7534,20,7,13,7,7,3,6,5,5,6,3,9,8,5,9,2,7
7535,19,5,5,5,4,3,6,11,2,8,11,9,4,3,10,4,4
7536,22,3,1,5,2,2,7,11,3,2,7,9,8,6,11,0,8
7537,24,1,0,2,0,0,7,9,3,1,7,12,8,1,11,0,8
7538,0,3,7,4,5,2,9,3,3,3,9,1,8,2,6,2,7
7539,5,4,10,5,8,6,5,9,4,6,9,10,7,2,9,3,6
7540,2,6,9,7,7,8,5,6,4,5,7,6,11,6,9,4,8
7541,14,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8
7542,5,3,5,5,3,2,6,11,2,6,14,7,4,1,9,2,7
7543,19,7,13,6,7,4,9,7,2,7,10,5,8,3,8,5,8
7544,15,4,9,4,6,2,4,11,9,3,9,6,4,1,10,4,8
7545,2,3,7,4,5,2,4,9,6,7,12,10,11,1,10,2,7
7546,23,7,10,10,8,6,7,8,0,8,9,6,8,3,8,3,7
7547,19,7,10,6,5,3,5,11,2,7,12,7,5,2,8,4,4
7548,12,4,4,6,3,3,6,6,3,4,10,9,10,8,4,3,8
7549,10,5,10,8,8,6,4,9,1,6,10,9,10,3,8,3,6
7550,6,3,6,4,4,2,6,8,5,5,9,7,10,2,8,4,9
7551,25,1,4,2,2,1,7,8,5,8,6,6,9,1,8,7,7
7552,21,6,7,6,5,2,3,12,5,4,12,12,7,3,10,1,8
7553,12,3,4,4,2,3,8,6,6,4,7,7,9,9,5,1,8
7554,14,3,6,3,4,3,7,8,7,4,9,7,10,3,8,2,9
7555,14,6,8,8,6,9,7,9,5,2,7,6,7,10,10,6,9
7556,7,4,5,6,4,4,7,8,3,6,10,7,7,5,9,4,8
7557,12,7,10,12,8,15,10,6,3,3,9,4,7,12,6,5,5
7558,1,5,10,6,8,7,9,8,3,5,7,6,7,7,7,6,9
7559,21,5,6,5,4,2,4,11,2,3,9,11,7,2,10,1,7
7560,17,2,1,2,2,2,6,8,4,5,6,5,7,2,7,4,8
7561,4,2,4,4,3,2,6,8,3,9,11,8,9,2,8,4,6
7562,6,5,11,6,8,6,8,8,8,6,5,7,9,3,5,7,11
7563,22,6,10,8,8,9,8,7,6,3,7,8,8,10,6,6,11
7564,2,2,5,3,4,2,6,8,7,7,9,8,13,1,9,4,10
7565,16,2,1,2,1,1,8,7,7,4,6,6,8,2,8,3,8
7566,0,4,9,7,6,3,12,2,4,3,11,1,9,3,7,3,9
7567,21,5,8,5,6,2,3,11,3,4,10,12,7,2,10,1,8
7568,25,2,4,5,3,2,7,8,2,9,11,7,7,1,8,5,6
7569,5,4,9,6,7,4,4,11,3,7,11,10,5,1,10,3,5
7570,11,6,9,8,7,6,6,6,8,6,6,6,9,6,7,5,11
7571,23,4,10,7,8,4,9,7,0,8,9,5,7,2,8,3,8
7572,21,2,3,4,4,1,9,8,4,2,6,13,8,3,10,0,8
7573,12,5,11,8,8,12,9,5,2,1,8,4,8,11,7,3,6
7574,9,2,3,2,5,1,13,3,8,4,13,4,12,1,6,0,8
7575,1,3,7,5,5,5,7,8,6,4,7,5,6,2,8,5,7
7576,14,2,4,3,3,2,7,8,6,4,9,6,8,2,8,2,7
7577,24,6,9,6,6,4,5,9,1,7,8,9,5,2,11,3,4
7578,20,4,8,6,6,7,7,6,4,3,7,7,8,10,8,5,7
7579,20,6,9,6,7,4,3,8,5,7,11,10,9,3,9,2,6
7580,24,3,5,5,7,6,8,8,3,2,7,8,9,3,11,7,6
7581,10,4,9,6,6,7,5,6,4,5,7,5,9,7,7,8,10
7582,0,4,5,6,7,2,7,4,3,1,7,1,8,3,7,2,8
7583,4,2,3,4,2,2,7,7,2,7,11,6,9,2,8,4,8
7584,10,5,9,7,7,4,3,8,3,7,11,10,12,3,8,4,6
7585,3,3,6,4,4,3,7,9,6,5,10,6,4,3,8,3,6
7586,12,3,5,6,3,4,5,6,3,4,10,9,10,7,6,2,8
7587,2,2,4,3,3,1,6,8,7,8,7,8,13,1,8,4,10
7588,20,4,9,5,7,2,7,5,14,5,7,14,7,3,9,0,8
7589,23,6,8,8,6,6,7,6,3,5,7,6,11,4,6,10,8
7590,5,3,9,3,6,2,1,14,4,3,12,10,5,0,8,1,6
7591,21,4,4,5,3,2,4,12,3,3,10,11,7,2,10,0,8
7592,24,5,6,5,4,2,5,9,2,8,10,10,5,2,10,4,3
7593,10,6,10,9,8,5,3,7,3,7,10,11,12,4,7,4,7
7594,12,5,5,6,8,4,8,7,12,2,6,9,8,8,6,0,8
7595,21,4,9,6,7,8,7,5,5,2,8,7,8,8,8,5,8
7596,21,4,11,6,8,4,8,9,4,1,6,12,8,4,9,2,7
7597,22,3,3,4,1,2,4,10,3,2,9,9,7,5,10,1,6
7598,13,4,10,4,7,5,7,7,12,1,6,6,8,5,8,0,8
7599,21,6,11,9,8,11,8,5,5,3,8,7,8,6,9,5,9
7600,11,4,6,6,4,4,6,6,7,6,6,6,9,2,8,5,10
7601,6,2,1,2,2,1,7,7,6,5,6,6,10,2,9,4,9
7602,20,5,11,7,8,5,6,9,5,7,6,9,9,3,9,1,8
7603,23,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8
7604,20,4,9,4,7,2,7,4,15,6,7,13,8,3,9,0,8
7605,23,8,12,9,6,5,6,9,2,8,11,8,8,4,9,4,5
7606,4,5,10,8,8,9,7,8,3,6,6,7,11,4,11,8,7
7607,9,3,6,5,4,2,10,5,3,6,14,3,9,0,7,0,8
7608,0,2,2,4,3,1,6,2,2,2,5,2,8,2,6,2,6
7609,12,4,2,5,4,4,8,6,6,4,6,7,8,8,6,2,7
7610,17,5,11,7,8,5,11,7,3,7,11,1,6,6,7,4,10
7611,6,2,3,3,2,1,7,6,5,5,7,6,9,2,9,4,9
7612,0,2,5,4,4,2,11,3,3,2,10,2,9,2,6,2,8
7613,7,5,7,7,5,5,8,7,3,6,10,6,9,3,8,3,8
7614,7,4,8,6,10,7,8,4,4,2,7,4,6,5,7,8,8
7615,11,3,8,5,6,4,4,4,4,7,2,1,6,1,6,1,6
7616,1,5,9,7,7,7,8,7,5,5,9,6,6,3,9,6,9
7617,10,7,9,10,7,6,5,8,2,7,10,8,10,3,8,4,7
7618,25,7,12,7,6,4,10,3,4,7,12,4,10,3,8,6,10
7619,1,6,11,8,8,11,8,6,5,4,7,7,7,9,11,11,10
7620,18,5,6,6,5,6,9,8,4,5,7,6,8,5,10,8,11
7621,16,2,2,3,2,2,8,7,6,3,6,6,10,2,9,3,10
7622,5,4,7,6,5,3,5,11,4,5,13,7,4,2,10,2,7
7623,23,4,8,6,6,4,7,8,3,9,5,6,7,4,9,7,7
7624,8,2,7,3,5,2,7,7,0,6,13,6,8,0,8,1,8
7625,1,4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9
7626,7,7,11,9,8,10,8,8,6,7,7,6,6,6,8,4,7
7627,4,2,5,3,4,3,7,7,5,7,7,6,9,2,8,5,10
7628,5,3,7,4,5,3,6,10,3,5,10,9,6,2,10,3,6
7629,19,5,7,5,5,3,6,11,3,7,11,9,4,2,12,2,4
7630,14,3,8,4,6,3,7,8,7,5,9,8,8,3,8,3,8
7631,19,3,8,4,6,2,9,13,0,6,6,10,8,0,8,0,8
7632,12,6,9,9,7,7,8,7,2,4,9,7,8,8,7,2,8
7633,13,2,3,4,2,1,7,8,3,4,10,6,6,5,8,0,7
7634,4,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8
7635,5,2,1,2,2,1,5,10,3,5,10,9,5,1,10,2,7
7636,1,3,7,3,5,3,6,8,9,7,7,5,7,2,8,8,9
7637,4,3,6,3,4,3,3,8,5,9,7,6,14,0,8,6,9
7638,17,5,7,7,5,4,9,8,4,6,9,4,7,3,7,5,11
7639,14,3,6,4,4,2,7,8,8,7,6,7,8,3,8,4,8
7640,24,4,5,5,4,2,4,11,3,6,12,11,5,1,11,2,5
7641,0,4,9,6,7,4,8,2,1,2,6,2,8,2,7,3,6
7642,13,2,4,4,2,2,8,8,2,4,10,4,6,5,10,1,7
7643,20,3,3,3,1,1,5,8,5,7,10,9,8,3,10,2,6
7644,13,7,10,10,8,6,9,9,2,5,10,4,5,7,9,2,8
7645,7,6,7,9,5,4,9,6,3,6,10,3,7,6,8,5,9
7646,22,2,4,4,3,2,7,11,2,2,7,9,8,6,11,0,8
7647,9,2,6,3,4,3,9,9,4,3,8,4,6,4,8,5,4
7648,12,4,4,6,3,3,7,6,3,4,10,8,9,9,5,3,9
7649,8,1,4,2,2,0,7,8,0,7,13,6,8,0,8,0,8
7650,19,2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5
7651,24,2,7,4,5,2,7,10,1,6,6,11,8,1,11,1,8
7652,16,4,6,5,8,5,7,9,5,2,6,9,11,3,9,6,7
7653,14,2,1,3,2,2,7,7,7,5,7,6,8,2,8,3,8
7654,12,7,8,10,7,11,8,8,5,4,7,6,7,11,10,6,3
7655,9,5,11,4,8,4,6,11,2,3,12,6,5,2,9,8,8
7656,7,4,10,6,7,6,6,7,5,5,7,5,8,6,6,6,11
7657,0,2,3,4,2,1,10,2,3,2,10,2,10,2,6,2,8
7658,2,5,9,6,6,4,6,7,6,9,5,6,12,1,7,4,9
7659,4,1,0,2,1,1,5,7,5,7,7,6,12,0,8,7,9
7660,14,3,5,4,3,2,8,6,6,4,9,5,8,2,8,3,8
7661,23,4,7,7,5,3,7,8,1,8,10,8,8,3,8,3,7
7662,9,1,3,2,1,1,11,6,2,5,11,4,8,0,7,1,8
7663,21,7,9,10,8,11,7,6,5,5,7,6,8,7,10,8,8
7664,6,4,9,5,7,4,5,7,5,4,9,8,9,2,8,5,9
7665,15,2,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8
7666,19,8,13,7,7,3,6,9,3,8,13,6,6,2,8,5,4
7667,20,2,1,3,2,2,7,9,5,6,7,9,9,3,9,1,8
7668,19,3,11,5,8,2,7,14,0,6,7,11,8,0,8,0,8
7669,19,7,10,6,5,2,5,10,3,8,13,7,5,2,8,4,4
7670,23,6,10,9,8,7,8,8,3,6,7,7,8,7,13,9,9
7671,10,4,10,6,7,6,5,7,5,7,6,6,12,3,8,6,9
7672,6,2,3,3,2,2,6,7,5,5,9,7,10,2,9,4,9
7673,21,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8
7674,4,5,9,7,7,8,7,6,3,6,7,7,11,4,9,8,7
7675,6,2,5,3,4,2,6,7,5,5,9,7,10,2,9,4,9
7676,7,4,4,5,5,2,7,7,15,0,7,6,8,3,8,0,8
7677,13,5,6,7,4,4,11,7,3,5,10,1,4,5,9,1,7
7678,13,4,7,6,5,5,6,7,3,3,8,8,8,6,9,5,4
7679,14,5,10,6,7,4,7,7,8,5,10,6,9,3,9,4,6
7680,10,2,4,4,3,2,5,8,2,7,10,8,10,3,8,3,6
7681,25,6,9,8,7,5,7,7,2,9,12,6,8,1,8,6,7
7682,11,1,3,2,1,1,6,4,1,8,8,3,10,0,7,2,8
7683,6,2,3,3,2,2,6,6,5,6,7,5,10,2,9,4,9
7684,2,6,12,5,6,4,7,9,4,5,8,7,9,4,8,8,10
7685,17,4,5,5,3,3,7,7,5,6,7,5,6,5,7,4,8
7686,16,4,6,5,8,5,8,9,5,2,6,8,11,3,9,6,8
7687,15,8,12,7,6,4,9,8,4,6,13,4,4,3,10,6,7
7688,6,3,9,4,6,2,7,7,8,7,5,6,11,2,7,5,10
7689,1,4,9,4,6,3,6,7,9,7,7,6,7,2,8,9,10
7690,8,4,11,6,8,4,7,9,0,8,13,6,6,1,9,2,7
7691,0,4,7,6,5,3,9,3,2,2,8,1,8,2,6,3,7
7692,5,1,3,2,2,1,5,11,4,4,11,8,4,1,9,3,6
7693,0,3,5,6,4,2,7,1,2,2,6,2,7,4,6,4,7
7694,6,2,1,2,1,1,8,6,6,6,6,5,9,1,7,5,10
7695,1,3,3,4,4,3,6,8,8,7,7,5,7,2,8,8,9
7696,0,2,3,3,1,1,7,2,2,1,6,2,7,1,6,1,7
7697,1,3,5,3,4,3,7,7,5,5,6,6,6,2,8,6,10
7698,16,4,8,6,7,3,8,6,8,7,6,5,8,3,8,4,8
7699,17,6,8,9,7,9,7,8,3,4,7,5,8,7,7,6,7
7700,23,9,13,8,8,4,6,7,3,9,9,9,9,4,8,4,6
7701,2,4,9,6,7,6,5,7,4,4,7,6,9,6,9,5,7
7702,22,7,8,7,6,5,4,11,3,3,9,9,7,7,11,2,6
7703,22,6,9,8,7,4,5,7,5,2,7,8,8,9,9,0,8
7704,24,4,6,4,4,2,3,10,3,6,11,11,6,2,11,2,5
7705,6,3,2,5,3,3,7,6,6,6,6,6,10,2,9,4,9
7706,14,2,5,3,3,2,7,7,7,4,9,6,8,2,8,3,8
7707,8,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8
7708,4,2,3,2,1,2,7,7,5,6,7,6,8,2,8,5,10
7709,5,4,8,7,6,7,8,8,1,4,9,7,7,6,11,4,6
7710,24,3,10,5,7,1,7,12,1,4,7,12,8,0,10,0,8
7711,16,5,8,5,9,6,7,10,4,3,6,9,11,3,9,6,8
7712,14,5,9,7,8,6,6,6,5,5,7,4,7,4,8,6,7
7713,10,4,5,7,4,4,8,7,1,7,10,5,8,3,8,4,8
7714,16,2,6,3,5,2,8,8,8,5,6,7,8,3,7,5,9
7715,11,4,8,5,7,5,8,5,4,4,6,7,7,3,8,8,11
7716,19,5,9,7,6,8,6,7,3,6,7,6,10,5,9,5,7
7717,22,4,7,6,5,4,5,11,2,3,8,9,9,7,11,1,8
7718,3,7,13,7,7,4,9,5,4,6,10,3,7,5,6,5,11
7719,25,5,7,6,5,5,9,11,5,4,6,5,7,3,8,8,5
7720,17,3,4,5,3,3,8,7,3,5,10,4,7,2,7,4,10
7721,24,4,8,6,6,3,5,10,2,8,10,12,9,1,11,2,7
7722,8,8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,11
7723,25,5,9,7,7,5,8,6,2,9,12,5,8,1,7,6,8
7724,13,5,7,7,5,4,10,8,3,5,10,2,4,5,9,1,7
7725,21,5,7,5,5,3,3,11,2,3,9,11,8,3,12,1,7
7726,11,4,11,6,8,4,7,4,2,7,8,2,9,2,5,3,7
7727,16,5,10,6,8,6,8,4,8,4,7,5,9,4,9,4,7
7728,24,3,4,5,3,2,9,11,1,7,5,11,7,1,11,2,8
7729,11,4,8,6,6,3,5,4,1,10,7,2,11,0,7,3,7
7730,1,9,15,6,8,4,9,5,6,6,10,3,9,6,6,7,11
7731,20,3,3,4,4,2,6,9,5,7,7,9,9,3,9,1,8
7732,17,5,7,7,5,5,9,7,3,5,10,3,7,3,6,4,10
7733,15,3,6,4,4,2,9,9,3,5,13,4,3,1,10,3,9
7734,14,4,6,5,4,3,8,7,8,4,7,6,5,3,8,3,7
7735,19,7,12,6,7,4,6,10,2,6,12,7,6,2,9,4,4
7736,25,5,9,6,7,4,8,6,6,11,7,5,6,1,7,8,8
7737,15,2,4,3,2,1,5,11,4,4,10,8,3,1,9,3,6
7738,13,6,8,9,6,4,8,8,3,5,10,5,6,6,9,2,7
7739,19,3,10,4,8,3,9,13,0,5,6,10,8,0,8,0,8
7740,25,5,9,5,4,3,5,8,2,8,11,9,9,3,9,5,5
7741,13,4,8,7,6,3,4,10,4,4,10,11,10,5,7,1,7
7742,25,4,7,6,5,5,9,9,5,4,6,5,7,3,9,9,4
7743,6,3,7,4,5,3,6,7,7,6,8,7,11,2,8,4,9
7744,14,4,5,6,7,3,9,8,9,8,6,7,10,3,8,4,8
7745,16,3,6,4,6,2,7,6,8,5,6,7,7,3,8,5,9
7746,0,1,1,2,1,1,7,4,2,1,7,1,8,2,6,1,7
7747,25,4,9,4,7,2,7,7,4,14,9,6,8,0,8,8,8
7748,3,3,4,5,3,3,7,7,5,6,10,6,6,3,8,3,9
7749,0,2,4,4,3,1,8,2,2,2,7,2,8,2,6,2,7
7750,13,4,7,6,5,4,7,9,5,5,7,6,6,6,10,2,5
7751,22,4,10,6,8,7,7,7,6,2,7,8,7,10,7,5,9
7752,0,4,10,6,8,4,13,2,4,3,11,1,9,3,7,4,10
7753,13,8,11,12,8,6,7,9,2,5,9,6,6,6,9,1,8
7754,13,5,8,7,6,4,4,9,4,4,10,9,9,5,7,1,7
7755,7,4,8,5,6,7,8,8,5,3,7,6,6,7,9,8,8
7756,20,6,7,7,5,3,4,9,6,7,12,11,8,3,9,2,6
7757,24,7,7,6,10,4,7,9,2,2,7,10,5,4,10,6,6
7758,6,7,15,6,8,4,9,3,3,3,7,3,5,4,7,4,9
7759,16,1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8
7760,6,4,6,6,4,5,7,8,5,4,6,6,8,4,7,7,7
7761,7,2,3,3,2,2,7,7,5,6,7,6,8,3,8,3,8
7762,2,4,6,4,4,2,3,9,5,8,11,10,11,1,8,3,7
7763,4,1,0,1,0,0,5,7,5,7,7,6,11,0,8,6,10
7764,1,4,11,5,8,4,6,6,10,7,6,6,7,2,8,9,10
7765,18,4,7,5,5,2,8,7,4,8,11,6,7,2,8,5,8
7766,25,5,11,7,9,5,8,6,6,11,7,5,6,2,7,8,8
7767,24,2,3,2,2,1,4,11,3,6,11,10,4,1,11,2,5
7768,6,4,9,6,7,7,9,6,5,2,7,6,10,8,8,4,11
7769,3,6,10,8,8,6,7,7,7,8,7,7,4,3,8,3,7
7770,1,5,9,8,8,9,7,8,5,4,7,6,8,7,9,8,6
7771,6,5,11,6,8,5,5,5,6,7,7,5,12,2,10,4,9
7772,14,4,10,5,8,3,7,6,9,8,6,4,7,3,8,4,8
7773,16,5,7,6,9,6,9,10,6,3,4,8,12,3,10,8,12
7774,10,2,3,3,1,1,6,7,1,6,10,7,10,3,8,2,8
7775,24,4,6,4,4,2,3,11,5,5,12,12,6,2,11,1,6
7776,5,5,7,6,8,7,7,9,5,5,7,6,8,4,8,8,7
7777,18,4,6,5,4,2,6,8,4,8,11,5,7,2,6,5,8
7778,6,4,7,5,5,4,6,6,6,5,9,7,12,3,8,4,9
7779,11,2,1,3,2,1,4,4,4,8,2,1,6,0,7,1,6
7780,21,5,10,5,8,3,3,11,4,4,10,12,8,2,10,1,8
7781,3,4,7,5,5,4,7,8,8,4,8,6,4,3,8,3,7
7782,7,7,10,9,8,6,10,5,3,6,10,2,7,5,7,5,9
7783,15,4,8,6,6,4,5,13,6,2,12,6,2,0,10,3,7
7784,19,6,11,5,6,2,5,10,2,7,13,7,5,2,8,4,4
7785,15,2,7,3,4,2,4,12,8,2,10,6,4,1,10,3,8
7786,7,6,7,9,5,5,8,7,3,7,10,4,7,5,6,4,8
7787,4,6,9,8,7,7,10,6,2,7,11,4,8,4,6,6,11
7788,9,2,9,3,6,1,11,3,10,3,12,7,13,1,6,0,8
7789,1,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10
7790,24,4,11,6,8,1,6,10,2,2,7,13,8,1,11,0,8
7791,4,4,11,4,8,5,3,9,5,10,7,6,14,0,8,6,8
7792,4,4,6,5,4,4,10,6,2,6,11,4,9,2,8,4,12
7793,4,4,9,6,6,5,7,7,2,7,11,7,9,3,8,4,8
7794,23,1,0,1,0,0,7,7,4,4,7,6,8,2,8,3,8
7795,20,5,10,6,7,6,8,8,8,5,6,7,10,3,8,4,6
7796,4,3,4,3,3,3,7,8,6,8,7,5,9,2,8,6,9
7797,21,5,10,7,8,5,5,12,3,2,9,10,8,5,10,6,8
7798,6,3,7,4,5,2,8,7,7,7,6,6,10,2,7,5,11
7799,8,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8
7800,20,6,8,7,6,5,4,8,5,7,9,7,9,4,8,3,4
7801,3,4,9,6,7,5,7,7,9,4,8,7,4,4,8,4,8
7802,24,4,5,6,7,1,7,12,2,3,7,12,8,1,10,0,8
7803,15,5,8,7,11,10,9,8,4,3,6,8,7,6,10,6,4
7804,19,3,9,4,7,4,6,11,4,6,8,11,7,2,12,1,7
7805,18,5,8,7,6,4,6,8,3,7,10,6,7,3,7,5,6
7806,24,6,8,6,6,3,4,10,2,8,11,11,5,1,10,3,4
7807,9,2,7,2,5,1,11,3,9,3,13,7,13,1,6,0,8
7808,4,3,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7
7809,19,6,14,6,8,4,9,7,3,7,12,5,6,2,8,6,6
7810,23,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
7811,5,2,3,2,1,1,5,10,4,5,10,9,6,1,9,3,7
7812,10,4,8,4,6,2,4,7,8,2,7,7,11,3,8,3,11
7813,3,4,9,4,4,2,9,6,5,5,11,4,7,5,7,5,11
7814,0,4,9,7,7,4,12,3,2,2,9,2,9,2,6,2,8
7815,14,5,6,7,5,5,6,6,6,5,7,5,6,3,6,5,6
7816,7,4,7,6,5,4,11,6,4,6,10,2,6,3,8,3,9
7817,23,3,7,4,5,3,7,6,3,5,6,6,9,2,9,8,8
7818,1,4,10,4,8,4,6,6,9,6,6,6,7,2,8,9,11
7819,23,2,1,3,2,1,8,7,3,8,6,6,8,2,8,5,8
7820,15,2,4,3,3,1,5,11,4,4,10,8,3,0,10,3,6
7821,22,8,15,8,8,6,1,7,2,3,9,10,9,9,10,1,5
7822,20,4,4,5,6,2,7,3,14,6,7,13,8,3,9,0,8
7823,9,2,6,3,4,3,10,7,3,3,9,4,7,2,8,7,8
7824,22,3,8,5,6,8,7,5,6,2,7,6,8,8,12,3,10
7825,15,9,14,7,8,4,7,9,6,4,13,4,4,5,10,4,8
7826,15,3,1,3,2,2,6,9,5,4,9,7,4,1,9,3,7
7827,16,6,8,8,7,6,7,4,4,5,6,4,8,4,5,6,7
7828,3,5,9,6,6,5,9,7,4,5,10,5,6,3,8,3,8
7829,9,4,8,6,6,2,8,5,5,5,14,8,13,1,6,1,7
7830,7,6,9,8,7,8,8,8,5,7,7,6,9,6,8,4,8
7831,18,3,4,3,3,2,8,8,6,5,7,6,7,2,8,9,8
7832,13,2,0,2,1,1,7,7,12,1,5,6,8,5,8,0,8
7833,25,2,4,3,6,2,7,7,3,13,10,6,8,0,8,8,8
7834,3,4,6,6,4,5,8,7,5,6,9,4,5,3,8,3,8
7835,13,1,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8
7836,9,6,13,5,10,4,7,11,3,3,13,5,4,2,9,8,9
7837,23,3,9,5,6,4,8,8,3,8,6,6,6,3,9,6,7
7838,9,2,5,3,7,1,12,3,9,4,13,5,12,1,6,0,8
7839,3,3,4,5,3,3,9,6,4,6,10,4,6,2,8,3,8
7840,4,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8
7841,19,2,5,3,3,2,7,12,3,5,7,11,8,2,11,1,8
7842,18,3,2,3,3,2,8,8,7,5,7,5,7,2,8,9,8
7843,22,3,3,4,2,2,6,11,3,2,8,8,7,5,11,1,6
7844,12,2,1,3,2,2,6,6,6,4,7,7,10,6,5,2,9
7845,22,3,2,5,3,3,8,11,2,2,6,9,8,6,11,1,7
7846,3,5,8,7,6,6,8,8,6,6,9,5,4,5,8,4,9
7847,2,4,8,5,6,4,7,7,8,5,8,6,12,4,9,4,8
7848,4,2,3,4,2,2,6,9,2,8,11,7,8,2,8,4,7
7849,8,1,3,2,1,0,7,8,1,7,13,6,7,0,8,0,7
7850,4,4,8,5,6,6,6,7,5,7,7,6,10,3,8,5,9
7851,17,2,4,4,2,2,8,7,3,5,10,4,7,2,7,3,10
7852,20,3,4,4,3,2,6,8,6,7,7,9,9,3,9,1,8
7853,0,3,5,6,6,2,6,5,3,1,6,0,8,2,7,2,7
7854,0,4,9,6,6,2,6,3,3,3,6,2,7,3,6,3,7
7855,9,2,1,3,3,1,10,6,2,6,12,4,8,0,7,0,7
7856,14,5,9,7,7,5,7,5,9,5,8,5,11,4,8,4,8
7857,3,5,6,6,5,5,6,7,5,7,6,4,7,3,7,5,6
7858,10,3,5,4,3,3,5,7,4,7,7,6,10,6,8,4,9
7859,18,3,9,4,7,2,8,7,6,9,4,6,7,0,8,9,8
7860,25,4,9,4,7,4,7,8,3,12,9,6,8,0,8,7,7
7861,20,9,11,10,8,7,4,8,5,9,9,7,9,8,10,6,1
7862,3,5,8,6,6,4,10,6,3,8,11,4,6,3,8,3,9
7863,25,2,5,4,4,2,7,7,2,9,11,6,8,1,8,5,8
7864,10,5,10,7,7,9,8,8,3,4,6,6,9,10,10,7,7
7865,23,2,2,4,3,2,8,7,3,9,6,6,8,2,8,6,8
7866,14,6,11,7,8,7,7,8,8,4,9,8,8,3,8,3,8
7867,18,3,2,3,3,2,8,7,6,5,7,6,8,2,8,9,8
7868,5,2,3,2,1,1,5,10,4,4,10,9,5,1,9,3,6
7869,11,1,3,3,2,1,7,4,1,7,8,2,10,0,7,2,8
7870,12,4,6,5,4,4,8,6,6,5,7,7,8,7,5,2,8
7871,21,6,9,8,8,9,8,7,5,5,7,6,8,8,8,10,3
7872,23,3,7,4,5,2,7,7,4,4,7,6,8,3,8,4,8
7873,19,2,1,3,2,1,6,12,3,6,8,11,7,2,11,1,7
7874,7,5,8,7,6,4,7,8,3,6,10,7,8,3,8,3,7
7875,22,5,10,7,8,7,10,11,2,2,5,8,8,8,13,2,7
7876,16,6,10,8,7,7,8,3,8,4,6,6,9,3,8,4,9
7877,8,2,6,3,4,1,7,7,0,8,14,6,8,0,8,1,8
7878,6,4,9,5,7,3,8,8,8,8,5,7,9,2,7,6,11
7879,15,4,7,5,5,3,6,11,8,2,10,5,3,1,10,4,7
7880,20,3,8,5,6,3,4,9,7,7,8,10,10,3,9,1,8
7881,15,4,10,5,8,5,7,9,6,6,9,7,3,2,10,4,7
7882,1,1,3,3,2,2,8,7,3,5,9,6,7,2,8,4,8
7883,20,3,3,4,1,1,5,8,4,6,10,9,9,3,10,1,6
7884,8,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
7885,5,5,9,7,7,4,6,10,2,6,13,7,5,1,10,2,7
7886,24,3,4,5,3,2,4,10,2,8,11,10,5,2,11,3,3
7887,5,3,5,4,4,3,4,11,3,6,11,9,6,1,10,3,6
7888,12,6,10,8,8,7,11,5,2,5,9,3,6,8,6,2,9
7889,9,2,1,3,3,1,9,6,2,6,12,4,9,1,7,1,7
7890,10,6,9,8,6,8,6,9,5,4,8,5,8,4,7,8,10
7891,25,4,9,4,6,3,6,8,6,10,7,7,10,1,9,8,8
7892,20,5,11,5,6,3,6,5,5,4,7,9,10,5,6,2,9
7893,13,3,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8
7894,21,4,7,6,6,6,7,8,6,4,7,6,8,6,9,7,7
7895,1,4,7,5,5,4,6,7,9,6,7,5,7,2,8,9,9
7896,9,4,6,3,8,2,9,7,3,4,10,5,5,2,9,5,9
7897,5,5,11,6,8,5,4,10,4,6,11,10,6,2,10,3,5
7898,0,1,3,2,1,1,7,2,2,1,7,2,8,1,6,1,7
